2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PF,PTS,Player,SOS,STL,School,TOV,TRB,year
2.8,5.7,.494,1.2,.435,2.7,4.1,0.1,1.8,4.0,8.3,.475,2.5,2.9,.851,142,104,29.2,0.4,,11.5,Darren Collison,8.25,1.6,UCLA,2.4,2.3,2010
3.7,7.0,.525,0.0,.333,0.0,1.0,0.8,3.4,3.7,7.1,.524,2.2,3.2,.693,139,104,27.2,2.5,,9.6,Dante Cunningham,8.70,1.2,Villanova,1.8,5.9,2010
2.7,5.9,.464,2.0,.404,4.8,3.5,0.2,2.4,4.7,10.7,.437,2.2,2.9,.758,101,83,32.0,0.5,,13.5,JamesOn Curry,7.56,1.0,Oklahoma State,2.8,2.9,2010
4.4,8.3,.530,4.0,.412,9.7,3.7,0.3,3.8,8.4,17.9,.467,4.6,5.3,.876,104,103,32.6,0.8,,25.3,Stephen Curry,-1.31,2.1,Davidson,3.0,4.5,2010
3.2,6.4,.495,0.9,.422,2.2,1.0,1.9,4.9,4.1,8.6,.477,2.5,3.1,.790,67,34,22.5,0.9,,11.6,Austin Daye,2.85,0.7,Gonzaga,1.9,5.8,2010
5.3,9.5,.562,0.2,.167,1.0,1.5,0.4,3.3,5.5,10.5,.523,2.7,4.2,.646,35,35,33.4,2.4,,13.9,DeMar DeRozan,9.15,0.9,USC,2.1,5.7,2010
3.9,7.9,.491,1.8,.376,4.8,2.9,0.3,2.5,5.7,12.6,.448,3.6,4.5,.806,99,95,33.8,0.8,,16.7,Toney Douglas,,1.9,Florida State,2.6,3.3,2010
3.4,6.6,.513,2.0,.397,5.0,2.2,0.1,3.0,5.4,11.6,.463,2.0,2.5,.809,115,112,28.5,1.1,,14.7,Wayne Ellington,8.59,0.9,UNC,1.5,4.1,2010
5.3,10.3,.514,0.9,.274,3.4,3.9,0.8,4.1,6.2,13.6,.455,3.7,5.2,.711,37,35,29.0,1.3,,17.1,Tyreke Evans,4.63,2.1,Memphis,3.6,5.4,2010
4.2,8.1,.525,1.4,.333,4.2,6.0,0.2,2.1,5.6,12.2,.460,4.0,5.1,.782,73,73,36.5,0.6,,16.6,Jonny Flynn,8.72,1.5,Syracuse,3.1,2.7,2010
3.1,6.7,.464,1.0,.303,3.3,3.9,0.2,3.6,4.1,10.0,.411,2.7,4.6,.591,123,123,31.7,1.9,,11.9,Sundiata Gaines,6.88,2.1,Georgia,2.6,5.5,2010
3.8,7.6,.491,0.9,.325,2.8,1.3,0.4,3.3,4.7,10.4,.447,2.5,4.0,.632,128,104,28.6,2.4,,12.7,Alonzo Gee,6.00,1.2,Alabama,2.1,5.7,2010
4.8,8.2,.580,0.0,,0.0,1.4,2.4,5.6,4.8,8.2,.580,2.9,4.6,.629,105,104,32.7,2.9,,12.4,Taj Gibson,8.54,0.7,USC,2.5,8.5,2010
4.6,8.5,.540,0.4,.263,1.6,1.5,0.6,3.0,5.0,10.1,.497,4.1,5.2,.782,60,32,22.7,1.9,,14.5,Trey Gilder,,1.3,Northwestern State,2.5,4.9,2010
2.1,4.1,.522,1.3,.375,3.4,1.8,1.1,2.7,3.4,7.4,.455,1.4,1.6,.845,145,39,19.9,1.4,,9.4,Danny Green,8.39,1.1,UNC,1.4,4.1,2010
2.2,4.5,.493,0.1,.220,0.5,1.0,0.8,3.0,2.3,4.9,.468,1.9,2.6,.721,129,78,22.3,1.7,,6.6,Taylor Griffin,7.19,0.9,Oklahoma,1.4,4.8,2010
6.5,12.1,.541,0.1,.316,0.3,1.1,0.5,5.2,6.6,12.3,.536,6.9,8.7,.791,142,141,30.9,3.4,,20.2,Tyler Hansbrough,8.39,1.3,UNC,2.1,8.6,2010
4.6,8.0,.570,1.5,.376,3.9,3.7,0.4,4.1,6.0,11.9,.506,5.4,7.2,.755,69,68,35.0,1.3,,19.0,James Harden,7.05,1.9,Arizona State,3.0,5.4,2010
VCU,,103,,6.6,32.9,2.5,0.3,.627,16.1,,-5.87,13.8,.481,1.7,0.2,3.1,2.7,2.8,,15.0,Gerald Henderson,-6.46,2.1,2.5,4.2,3.2,2010
5.1,8.8,.578,0.0,,0.0,0.8,1.4,5.1,5.1,8.8,.578,2.3,3.6,.636,97,79,27.0,2.8,,12.5,Jordan Hill,9.93,0.5,Arizona,2.0,7.9,2010
2.4,4.6,.528,0.8,.307,2.5,3.7,0.5,2.5,3.2,7.1,.450,1.3,1.8,.726,35,35,27.1,1.3,,8.5,Jrue Holiday,7.18,1.6,UCLA,2.1,3.8,2010
5.8,10.8,.530,3.5,.372,9.5,4.4,0.6,5.7,9.3,20.4,.456,4.4,5.2,.858,65,64,36.5,2.2,,26.6,Lester Hudson,-5.64,2.6,UT-Martin,3.6,7.9,2010
2.0,4.1,.501,0.3,.318,1.0,0.5,0.9,2.3,2.4,5.1,.464,1.9,2.5,.749,105,27,18.4,1.3,,7.0,Chris Hunter,7.05,0.5,Michigan,1.5,3.5,2010
2.9,6.6,.432,1.1,.350,3.2,5.2,0.2,4.4,4.0,9.8,.405,3.2,4.9,.659,71,71,32.2,1.0,,12.3,Cedric Jackson,,2.8,Cleveland State,3.7,5.3,2010
5.0,10.4,.482,0.0,.167,0.2,2.8,0.4,4.7,5.1,10.6,.477,3.4,5.6,.607,63,62,32.6,3.4,,13.5,Othyus Jeffers,0.45,1.3,UIC,2.8,8.1,2010
1.0,2.0,.491,0.3,.333,0.8,0.6,0.0,1.7,1.3,2.8,.448,0.5,0.7,.771,52,8,15.0,0.9,,3.3,Brandon Jennings,-0.63,0.5,Fort Wayne,0.6,2.6,2010
2.9,7.3,.394,1.7,.370,4.6,3.8,0.1,2.7,4.6,11.9,.385,2.8,3.5,.792,127,127,33.7,0.8,,13.6,James Johnson,-7.53,1.5,Quinnipiac,2.2,3.5,2010
2.4,5.8,.409,2.5,.322,7.8,2.5,0.2,3.7,4.9,13.6,.359,2.7,3.8,.725,64,63,34.4,1.3,,15.0,Oliver Lafayette,2.54,2.9,Houston,2.0,5.1,2010
3.0,5.8,.523,0.5,.361,1.5,1.2,0.8,2.7,3.5,7.2,.490,1.6,2.4,.670,121,75,25.0,1.5,,9.2,Marcus Landry,7.34,0.6,Wisconsin,1.5,4.2,2010
3.3,5.9,.568,1.1,.403,2.6,5.8,0.1,2.3,4.4,8.5,.517,3.2,4.1,.780,105,95,27.0,0.6,,13.1,Ty Lawson,8.59,1.8,UNC,2.1,2.9,2010
3.2,6.8,.480,0.8,.341,2.3,2.1,0.3,3.4,4.0,9.1,.444,4.3,5.4,.799,127,118,30.2,1.6,,13.2,Wesley Matthews,7.77,1.2,Marquette,2.2,4.9,2010
3.9,8.3,.477,1.1,.370,3.0,5.2,0.2,2.9,5.0,11.2,.449,3.9,4.9,.791,130,104,30.7,0.5,,15.0,Eric Maynor,-0.76,1.3,VCU,2.4,3.4,2010
2.6,5.2,.491,2.2,.386,5.7,1.6,0.1,2.4,4.8,10.9,.436,3.7,4.1,.890,81,42,27.7,0.7,,15.4,Jodie Meeks,7.77,1.1,Kentucky,1.8,3.0,2010
2.7,6.1,.447,1.6,.365,4.4,4.7,0.1,2.6,4.3,10.5,.413,2.7,3.7,.722,99,91,29.4,0.8,,13.0,A.J. Price,7.14,1.1,UConn,2.4,3.4,2010
2.2,4.2,.522,1.4,.353,4.1,1.3,0.6,3.1,3.6,8.3,.439,2.5,3.4,.727,101,98,27.6,1.3,,11.2,DaJuan Summers,8.56,1.0,Georgetown,2.2,4.4,2010
3.8,7.0,.536,2.1,.376,5.5,1.4,0.4,2.3,5.8,12.5,.466,2.5,3.3,.764,122,60,25.8,1.5,,16.2,Jermaine Taylor,0.56,0.9,UCF,2.2,3.9,2010
3.9,8.2,.477,1.3,.421,3.0,3.0,0.6,2.5,5.2,11.2,.462,4.8,5.9,.812,61,52,30.9,0.5,,16.4,Jeff Teague,8.09,1.9,Wake Forest,3.0,3.0,2010
1.3,2.9,.470,0.8,.278,3.0,3.6,0.8,2.9,2.2,5.9,.371,1.5,1.9,.783,134,131,33.1,0.8,,6.7,Garrett Temple,6.28,1.4,LSU,2.2,3.7,2010
3.6,5.9,.611,0.0,,0.0,0.4,4.2,5.4,3.6,5.9,.611,3.1,5.0,.625,100,99,29.3,3.0,,10.3,Hasheem Thabeet,7.14,0.4,UConn,1.8,8.5,2010
4.5,8.9,.510,2.5,.382,6.7,1.8,0.3,3.5,7.1,15.6,.455,3.7,4.8,.771,66,65,32.7,2.0,,20.4,Marcus Thornton,4.46,1.5,LSU,2.0,5.5,2010
6.1,11.4,.532,2.3,.386,5.9,2.4,0.5,,5.9,12.0,.490,3.1,4.0,.768,138,75,29.2,,,15.3,Reggie Williams,6.58,1.5,Georgetown,2.3,6.4,2010
2.7,6.0,.457,1.4,.320,4.4,3.9,0.6,5.5,4.1,10.3,.400,1.5,2.6,.589,140,127,32.2,1.5,,11.2,Terrence Williams,7.65,1.5,Louisville,2.4,6.9,2010
4.2,7.8,.539,0.8,.356,2.3,1.0,0.8,3.2,5.0,10.1,.498,2.4,3.4,.692,143,78,25.5,1.8,,13.2,Sam Young,8.00,0.8,Pitt,1.9,5.0,2010
3.9,7.9,.488,0.6,.295,2.1,2.0,1.2,3.3,4.5,10.0,.447,2.5,3.3,.765,82,70,25.3,1.5,,12.1,Joe Alexander,7.04,0.6,West Virginia,1.8,4.8,2009
4.5,8.5,.532,1.8,.396,4.7,1.0,0.5,6.3,6.3,13.1,.484,4.2,5.0,.841,66,66,33.0,2.7,,18.7,Ryan Anderson,8.56,0.5,California,1.8,9.0,2009
4.7,8.5,.552,0.0,.118,0.2,0.6,1.4,3.3,4.7,8.7,.541,1.8,2.7,.676,78,46,21.9,2.2,,11.3,Darrell Arthur,7.53,0.7,Kansas,1.6,5.5,2009
3.8,8.2,.463,1.6,.402,4.1,6.2,0.0,2.3,5.4,12.2,.443,4.4,5.5,.808,73,73,36.5,0.6,,16.9,D.J. Augustin,7.35,1.4,Texas,3.0,2.9,2009
3.8,7.8,.489,2.0,.407,4.8,4.0,0.1,2.3,5.8,12.6,.458,6.2,7.4,.839,30,30,35.7,0.4,,19.7,Jerryd Bayless,10.22,1.0,Arizona,3.0,2.7,2009
8.2,14.6,.562,1.1,.379,2.9,1.2,1.6,8.4,9.3,17.5,.532,6.5,8.5,.774,33,33,31.5,4.0,,26.2,Michael Beasley,7.79,1.3,Kansas State,2.9,12.4,2009
3.3,6.9,.480,2.6,.377,7.0,4.4,0.1,2.0,6.0,13.9,.428,2.3,2.9,.789,116,103,34.2,0.5,,16.9,Bobby Brown,-2.50,1.3,Cal State Fullerton,3.1,2.5,2009
2.4,4.4,.545,1.6,.419,3.9,3.8,0.4,2.5,4.0,8.3,.486,2.5,3.2,.767,110,96,28.5,0.3,,12.2,Mario Chalmers,7.56,2.6,Kansas,2.4,2.8,2009
2.6,5.0,.512,1.5,.350,4.2,1.5,0.2,2.2,4.0,9.2,.438,1.8,2.6,.702,127,76,25.3,1.2,,11.3,Joe Crawford,8.87,0.5,Kentucky,1.6,3.4,2009
2.7,4.4,.614,0.0,,0.0,0.5,1.8,4.7,2.7,4.4,.614,1.3,3.1,.420,149,112,21.7,3.4,,6.7,Joey Dorsey,4.83,1.1,Memphis,1.3,8.1,2009
4.4,7.6,.579,0.7,.372,1.8,1.7,0.4,2.4,5.1,9.4,.540,3.3,4.6,.725,109,100,26.1,1.2,,14.2,Chris Douglas-Roberts,4.64,1.0,Memphis,2.0,3.7,2009
5.1,9.3,.545,1.1,.313,3.6,2.8,0.9,6.3,6.2,12.9,.481,2.6,4.4,.588,59,55,31.3,1.5,,16.1,J.R. Giddens,,1.2,New Mexico,2.4,7.8,2009
3.6,6.8,.525,2.2,.337,6.5,2.4,0.6,2.5,5.8,13.3,.433,7.2,8.7,.834,32,32,34.7,0.7,,20.9,Eric Gordon,6.08,1.3,Indiana,3.6,3.3,2009
3.7,7.4,.492,2.6,.345,7.5,2.0,1.6,5.5,6.2,14.9,.418,2.7,3.8,.707,35,35,35.8,1.7,,17.7,Donte Greene,7.96,1.3,Syracuse,2.6,7.2,2009
4.0,7.2,.551,1.2,.395,3.1,2.1,0.6,3.1,5.2,10.4,.504,2.4,3.7,.643,117,115,31.2,2.0,,14.1,Malik Hairston,6.87,0.6,Oregon,2.0,5.1,2009
4.2,7.0,.602,0.0,1.000,0.0,1.3,1.9,3.7,4.2,7.0,.603,2.4,3.5,.680,136,121,23.3,2.3,,10.9,Roy Hibbert,7.54,0.4,Georgetown,1.5,5.9,2009
5.3,8.9,.593,0.0,.000,0.0,1.0,1.5,5.9,5.3,8.9,.591,4.3,6.3,.677,31,26,28.7,2.6,,14.8,J.J. Hickson,9.06,0.7,NC State,2.7,8.5,2009
4.7,8.3,.565,0.9,.404,2.3,3.3,0.3,3.8,5.6,10.7,.529,4.8,6.1,.785,95,87,33.3,1.9,,17.0,George Hill,-3.26,1.6,IUPUI,2.5,5.8,2009
1.7,2.9,.591,0.0,.000,0.0,0.3,2.4,2.1,1.7,2.9,.589,0.6,1.2,.519,132,106,19.5,1.2,,4.0,Steven Hill,6.31,0.7,Arkansas,1.0,3.3,2009
3.2,5.4,.591,0.1,.308,0.2,0.6,1.3,3.1,3.3,5.6,.583,1.2,2.0,.603,76,45,22.2,2.3,,7.8,Othello Hunter,8.50,0.5,Ohio State,1.0,5.5,2009
2.5,4.2,.583,0.0,.333,0.0,0.5,0.4,3.2,2.5,4.3,.580,1.8,2.6,.685,125,39,16.6,1.7,,6.8,Darnell Jackson,8.38,0.5,Kansas,1.0,4.9,2009
0.9,1.9,.450,0.3,.277,1.0,3.3,0.3,2.1,1.2,3.0,.389,1.0,1.5,.670,62,28,19.8,0.5,,3.6,Dontell Jefferson,4.88,1.1,Arkansas,2.0,2.6,2009
6.3,13.8,.455,2.2,.375,5.8,2.4,0.1,3.2,8.4,19.6,.431,6.3,8.4,.746,67,66,36.4,1.5,,25.3,Trey Johnson,,1.2,Jackson State,3.2,4.7,2009
3.2,5.2,.617,0.0,,0.0,0.4,1.3,4.1,3.2,5.2,.617,1.5,3.4,.437,35,21,20.1,1.9,,7.9,DeAndre Jordan,7.46,0.2,Texas A&M,1.6,6.0,2009
5.4,10.1,.535,0.6,.349,1.7,0.5,1.8,4.0,6.0,11.8,.508,1.8,2.7,.680,37,35,27.1,2.6,,14.4,Kosta Koufos,7.97,0.4,Ohio State,1.5,6.7,2009
2.1,4.4,.490,0.7,.409,1.6,1.3,1.1,4.0,2.8,6.0,.468,3.1,3.8,.810,108,75,23.3,2.0,,9.4,Rob Kurz,6.22,0.6,Notre Dame,1.5,6.0,2009
4.4,8.8,.498,1.9,.401,4.8,2.2,0.6,3.5,6.3,13.6,.464,3.1,3.7,.817,127,127,31.2,1.7,,17.6,Courtney Lee,-1.08,1.9,Western Kentucky,2.5,5.2,2009
6.1,12.3,.491,0.1,.143,0.4,1.1,1.9,4.8,6.1,12.7,.480,3.7,4.9,.764,53,43,28.0,2.3,,16.0,Brook Lopez,8.00,0.5,Stanford,2.1,7.1,2009
3.5,6.9,.511,0.0,.500,0.0,0.8,2.3,3.1,3.5,6.9,.511,1.9,3.1,.612,67,61,24.3,2.6,,9.0,Robin Lopez,8.00,0.3,Stanford,1.6,5.6,2009
5.1,8.3,.611,0.7,.354,2.1,1.9,1.4,7.0,5.8,10.4,.559,5.1,6.6,.767,39,38,29.6,3.6,,17.5,Kevin Love,7.71,0.7,UCLA,2.0,10.6,2009
3.0,6.1,.497,1.6,.399,4.0,1.5,0.2,3.1,4.6,10.1,.458,2.9,3.8,.780,112,77,27.6,1.7,,13.8,Cartier Martin,6.11,0.7,Kansas State,1.7,4.8,2009
4.5,9.7,.464,2.7,.409,6.5,3.3,0.4,3.5,7.2,16.2,.442,3.7,4.6,.803,33,32,36.8,1.1,,20.7,O.J. Mayo,8.59,1.5,USC,3.5,4.5,2009
3.3,5.9,.563,0.2,.356,0.7,0.3,1.8,3.0,3.5,6.5,.542,1.4,2.7,.514,66,31,18.7,1.7,,8.7,JaVale McGee,0.49,0.5,Nevada,1.6,4.8,2009
1.7,3.8,.458,2.1,.421,5.0,1.0,0.2,2.0,3.8,8.8,.437,1.6,1.8,.867,123,70,23.6,1.2,,11.4,Anthony Morrow,8.60,0.8,Georgia Tech,1.1,3.3,2009
2.8,5.5,.511,1.0,.373,2.7,1.8,0.3,3.5,3.8,8.2,.466,2.1,3.7,.586,124,74,26.2,1.4,,10.8,DeMarcus Nelson,9.64,1.2,Duke,2.1,4.9,2009
5.9,9.6,.616,0.0,,0.0,0.7,3.3,6.0,5.9,9.6,.616,3.8,6.1,.628,32,31,28.9,3.5,,15.7,Greg Oden,9.03,0.6,Ohio State,2.0,9.6,2009
5.8,12.1,.483,0.1,.105,0.6,1.2,2.3,5.7,5.9,12.7,.464,3.7,5.4,.693,31,31,32.8,2.8,,15.6,Anthony Randolph,5.66,1.1,LSU,3.0,8.5,2009
4.3,8.3,.521,0.9,.337,2.6,4.7,0.4,3.2,5.2,10.9,.477,3.7,5.1,.712,40,39,29.2,1.4,,14.9,Derrick Rose,5.76,1.2,Memphis,2.7,4.5,2009
3.0,6.6,.458,1.9,.435,4.3,2.0,0.8,4.0,4.9,10.9,.449,1.8,2.5,.733,109,101,31.3,1.5,,13.6,Brandon Rush,7.56,0.7,Kansas,2.1,5.5,2009
5.7,10.6,.535,0.0,.000,0.3,1.7,1.8,5.0,5.7,10.8,.523,2.8,5.4,.523,12,10,24.9,1.8,,14.2,Walter Sharpe,,1.2,Alabama-Birmingham,2.8,6.8,2009
3.4,7.9,.433,1.8,.362,5.0,4.8,0.1,3.0,5.2,12.9,.406,4.7,5.5,.846,123,123,32.8,1.0,,16.9,Sean Singletary,7.98,1.6,Virginia,3.3,4.0,2009
4.0,6.2,.633,0.0,,0.0,0.5,0.9,3.6,4.0,6.2,.633,1.6,2.3,.688,69,36,15.4,1.9,,9.5,Marreese Speights,6.16,0.3,Florida,1.1,5.4,2009
2.8,7.3,.391,2.5,.360,6.9,4.5,0.1,3.4,5.3,14.2,.376,2.8,4.2,.682,31,30,35.0,0.7,,16.0,Mike Taylor,5.19,1.1,Iowa State,5.4,4.1,2009
6.0,11.0,.544,0.2,.291,0.8,2.0,1.9,6.6,6.2,11.8,.526,4.0,6.0,.667,122,112,32.1,3.0,,16.7,Jason Thompson,-3.38,0.9,Rider,2.6,9.6,2009
2.7,5.3,.506,0.2,.333,0.5,1.1,1.1,3.1,2.9,5.8,.491,2.2,3.3,.671,124,93,21.5,1.8,,8.1,Anthony Tolliver,4.21,0.6,Creighton,1.4,4.9,2009
3.0,5.9,.505,0.4,.277,1.3,3.8,0.8,3.4,3.3,7.2,.464,2.6,3.6,.716,121,103,29.8,1.3,,9.6,Kyle Weaver,6.88,1.6,Washington State,2.6,4.7,2009
3.8,7.3,.527,1.3,.366,3.7,2.3,0.3,3.0,5.2,11.0,.473,1.6,2.1,.767,69,66,31.2,1.6,,13.3,Sonny Weems,7.74,1.3,Arkansas,2.7,4.6,2009
2.6,5.3,.491,0.5,.354,1.3,2.5,0.1,1.5,3.1,6.6,.464,1.7,2.4,.685,75,35,21.9,0.9,,8.3,Russell Westbrook,8.77,1.0,UCLA,1.6,2.4,2009
5.5,9.8,.563,0.0,.333,0.0,0.9,2.0,5.1,5.5,9.8,.562,3.5,5.1,.690,99,97,30.6,2.4,,14.6,D.J. White,7.95,0.7,Indiana,1.7,7.6,2009
3.6,6.7,.544,1.0,.349,2.8,1.5,0.7,3.0,4.6,9.5,.487,2.5,3.5,.724,128,105,27.0,1.8,,12.7,Jawad Williams,10.88,0.7,UNC,1.6,4.8,2009
8.2,11.0,0.747,0.7,0.33799999999999997,2.2,2.1,1.8,5.4,9.0,13.2,0.68,3.9,6.2,0.64,33,33,30.0,3.5,2.1,22.6,Zion Williamson,11.97,2.1,Duke,2.4,8.9,2020
6.5,12.2,0.529,1.9,0.308,6.2,4.3,0.4,6.0,8.4,18.5,0.45399999999999996,3.9,5.9,0.665,38,38,35.3,1.6,1.8,22.6,RJ Barrett,11.97,0.9,Duke,3.2,7.6,2020
3.4,6.3,0.541,0.9,0.419,2.3,1.6,0.5,3.1,4.4,8.5,0.509,2.8,3.6,0.773,71,38,26.6,1.3,1.9,12.4,De'Andre Hunter,9.61,0.6,Virginia,1.2,4.4,2020
3.6,6.2,0.581,2.2,0.478,4.6,2.6,0.4,3.4,5.8,10.8,0.537,2.4,3.2,0.75,5,5,27.8,0.4,1.4,16.2,Darius Garland,7.79,0.8,Vanderbilt,3.0,3.8,2020
3.9,7.5,0.522,1.4,0.341,4.1,2.8,0.6,4.4,5.3,11.6,0.45899999999999996,2.9,4.2,0.687,75,58,29.5,1.2,2.0,14.9,Jarrett Culver,9.56,1.3,Texas Tech,2.1,5.6,2020
3.0,6.1,0.5,2.3,0.353,6.6,4.1,0.3,3.2,5.4,12.7,0.423,3.0,3.7,0.8,35,35,28.5,0.3,1.9,16.1,Coby White,11.35,1.1,UNC,2.7,3.5,2020
3.8,5.3,0.728,0.0,,0.0,0.3,2.2,3.3,3.8,5.3,0.728,2.3,3.1,0.74,32,21,23.3,1.8,3.3,10.0,Jaxson Hayes,11.46,0.6,Texas,0.9,5.0,2020
4.3,7.1,0.607,0.2,0.316,0.7,0.8,0.5,3.3,4.5,7.8,0.579,2.8,3.7,0.746,102,39,19.7,1.1,1.6,12.1,Rui Hachimura,3.91,0.6,Gonzaga,1.2,4.4,2020
1.8,4.6,0.39399999999999996,2.5,0.33299999999999996,7.4,1.9,0.6,3.1,4.3,12.0,0.35600000000000004,2.4,3.2,0.772,36,35,29.7,0.6,2.4,13.5,Cam Reddish,11.97,1.6,Duke,2.7,3.7,2020
3.7,8.0,0.465,0.0,0.33299999999999996,0.0,0.7,0.5,3.3,3.7,8.0,0.46399999999999997,2.6,4.3,0.611,118,79,19.9,2.1,3.2,10.1,Cameron Johnson,-4.62,0.9,Texas State,2.0,5.4,2020
4.0,7.3,0.547,0.5,0.384,1.4,1.7,1.0,4.5,4.5,8.7,0.521,3.4,5.4,0.632,72,63,28.3,2.1,2.6,12.9,PJ Washington,10.51,0.8,Kentucky,1.9,6.6,2020
3.4,6.3,0.5379999999999999,1.6,0.355,4.6,2.5,0.3,4.1,5.0,10.9,0.462,2.4,2.5,0.935,37,37,32.6,0.4,1.3,14.0,Tyler Herro,10.29,1.1,Kentucky,1.6,4.5,2020
4.5,8.4,0.53,1.1,0.272,3.9,2.3,0.8,4.0,5.5,12.3,0.44799999999999995,4.4,6.1,0.722,32,32,34.1,1.4,1.9,16.5,Romeo Langford,10.1,0.8,Indiana,2.1,5.4,2020
2.4,4.3,0.55,1.2,0.389,3.2,1.5,1.0,3.9,3.6,7.5,0.48100000000000004,1.4,2.0,0.703,72,38,25.5,2.4,1.9,9.9,Chuma Okeke,9.11,1.3,Auburn,1.3,6.3,2020
3.0,5.6,0.529,1.7,0.38299999999999995,4.5,2.7,0.5,3.4,4.7,10.1,0.46399999999999997,2.4,3.1,0.763,67,67,29.9,0.6,1.9,13.5,Nickeil Alexander-Walker,7.25,1.4,Virginia Tech,2.2,4.0,2020
1.9,3.7,0.507,1.4,0.358,4.0,2.0,1.4,2.2,3.3,7.6,0.429,1.3,1.6,0.782,135,134,29.4,0.9,2.8,9.2,Matisse Thybulle,7.0,2.5,Washington,1.9,3.1,2020
6.8,9.7,0.705,0.1,0.267,0.4,1.9,3.2,5.5,6.9,10.1,0.687,2.9,4.2,0.6940000000000001,37,36,28.1,3.1,2.1,16.9,Brandon Clarke,,1.2,Gonzaga,1.5,8.6,2020
5.0,9.2,0.54,0.3,0.29100000000000004,1.0,2.1,1.5,4.0,5.3,10.2,0.516,4.8,6.4,0.758,104,101,28.9,2.5,3.2,15.7,Grant Williams,10.15,0.9,Tennessee,2.1,6.5,2020
1.9,3.9,0.479,1.6,0.392,4.0,3.7,0.0,2.8,3.5,8.0,0.435,1.1,1.4,0.7879999999999999,105,76,26.4,0.3,1.9,9.6,Ty Jerome,10.05,1.2,Virginia,1.4,3.0,2020
3.3,6.2,0.527,0.4,0.26899999999999996,1.4,0.7,0.5,3.0,3.6,7.6,0.478,2.1,2.8,0.77,36,0,18.2,1.6,1.6,9.8,Nassir Little,11.35,0.5,UNC,1.3,4.6,2020
2.9,4.4,0.669,1.7,0.406,4.2,2.0,0.8,6.2,4.6,8.6,0.541,2.2,2.9,0.7609999999999999,128,97,29.4,1.6,2.4,13.2,Dylan Windler,-2.32,1.0,Belmont,1.6,7.8,2020
3.0,5.8,0.526,0.5,0.374,1.3,0.3,1.2,3.3,3.5,7.0,0.498,2.8,3.9,0.7240000000000001,71,0,18.3,2.0,2.4,10.3,Mfiondu Kabengele,9.38,0.5,Florida State,1.2,5.3,2020
1.6,3.1,0.519,1.5,0.37,4.1,1.4,0.2,2.0,3.1,7.3,0.434,1.6,1.9,0.831,75,37,22.7,0.1,1.5,9.4,Jordan Poole,9.98,0.8,Michigan,1.1,2.2,2020
3.4,6.9,0.498,1.2,0.381,3.2,1.6,0.2,4.5,4.6,10.1,0.461,2.9,4.2,0.703,37,36,30.7,1.3,2.2,13.5,Keldon Johnson,10.29,0.8,Kentucky,1.6,5.9,2020
2.4,4.8,0.5,0.4,0.302,1.3,1.0,1.9,4.2,2.8,6.1,0.457,2.4,4.0,0.611,65,37,23.0,2.0,2.3,8.4,Nicolas Claxton,8.5,0.6,Georgia,1.4,6.2,2020
3.3,7.2,0.455,2.6,0.368,7.1,2.5,0.2,3.0,5.9,14.2,0.41200000000000003,3.4,4.2,0.8170000000000001,108,94,29.4,0.4,1.9,17.8,Carsen Edwards,9.84,1.2,Purdue,2.2,3.4,2020
4.5,7.4,0.603,0.1,0.308,0.2,1.4,1.6,6.5,4.5,7.6,0.595,2.9,3.8,0.763,64,53,26.4,2.3,2.8,12.0,Bruno Fernando,9.02,0.5,Maryland,2.3,8.7,2020
4.2,7.5,0.56,0.7,0.336,2.1,4.8,1.1,4.0,4.9,9.6,0.511,2.5,3.5,0.725,70,68,35.1,1.4,2.5,13.1,Cody Martin,,1.5,Nevada,2.0,5.4,2020
5.6,8.9,0.635,0.0,,0.0,0.7,2.1,4.9,5.6,8.9,0.635,3.0,5.3,0.562,67,58,25.5,2.5,3.0,14.3,Daniel Gafford,9.31,0.7,Arkansas,1.7,7.4,2020
1.4,3.2,0.433,0.5,0.336,1.5,0.6,0.5,1.8,1.9,4.7,0.402,0.5,0.8,0.6759999999999999,93,19,13.9,1.2,2.3,4.8,Justin James,-8.16,0.8,Sacred Heart,1.3,2.9,2020
2.9,4.8,0.591,1.1,0.33799999999999997,3.4,1.7,0.5,3.6,4.0,8.2,0.48700000000000004,2.3,3.1,0.7559999999999999,110,82,29.2,1.5,2.4,11.4,Eric Paschall,,0.7,Villanova,1.7,5.1,2020
3.0,6.1,0.501,1.4,0.387,3.6,1.3,0.4,4.1,4.4,9.7,0.45799999999999996,1.6,2.1,0.763,132,95,24.9,1.3,2.6,11.9,Admiral Schofield,9.58,0.7,Tennessee,1.4,5.3,2020
4.7,9.4,0.504,1.3,0.396,3.2,2.9,0.3,3.7,6.0,12.6,0.47600000000000003,2.8,3.5,0.789,70,67,33.5,1.0,2.5,16.1,Jaylen Nowell,6.54,1.2,Washington,2.7,4.6,2020
6.8,11.9,0.57,1.4,0.52,2.8,1.0,2.7,7.4,8.2,14.7,0.561,3.1,4.1,0.757,9,9,29.8,2.1,1.7,21.0,Bol Bol,6.13,0.8,Oregon,2.0,9.6,2020
2.4,4.6,0.523,0.5,0.336,1.5,1.5,1.6,3.9,2.9,6.1,0.47600000000000003,1.8,2.6,0.7020000000000001,97,52,23.9,1.6,2.8,8.1,Isaiah Roby,9.79,0.8,Nebraska,1.6,5.5,2020
