2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PTS,Player,SOS,STL,School,TOV,TRB,year,Position,eFGP,PER,WS
5.2,9.3,0.558,0.1,0.273,0.5,3.2,1.5,6.1,5.3,9.8,0.543,3.7,5.5,0.677,65,65,32.6,2.1,14.5,Greg Monroe,9.26,1.5,Georgetown,2.9,8.2,2011,Center,55,10.5,10.5
5.3,8.9,0.593,0,0,0,1,1.5,5.9,5.3,8.9,0.591,4.3,6.3,0.677,31,26,28.7,2.6,14.8,J.J. Hickson,9.06,0.7,NC State,2.7,8.5,2009,Forward,59.1,3.9,3.9
3.3,6.2,0.527,0,0.33221216,0,0.9,3.3,5,3.3,6.2,0.527,3.1,4.6,0.678,59,47,27.2,3.2,9.6,Khem Birch,5.647638522,0.7,UNLV,1.3,8.2,2018,Forward,53.1,24.7,8.7
5.3,9.8,0.539,0.2,0.279,0.7,1.2,0.7,4.7,5.5,10.5,0.522,2.6,3.8,0.678,63,62,32.2,2.7,13.7,Perry Jones,6.41,0.7,Baylor,2,7.4,2013,Forward,53.1,20.5,8.2
5.9,9.2,0.644,0.8,0.466,1.7,2.4,1.1,6,6.7,10.9,0.617,2.1,3,0.679,35,35,29.9,2.2,16.3,T.J. Leaf,6.39,0.6,UCLA,1.5,8.2,2018,Forward,65.2,26.6,5.8
2.1,4.8,0.438,0.6,0.307,2.1,5.2,0.4,2.7,2.7,6.8,0.398,2.2,3.2,0.679,66,40,25.4,0.9,8.2,Michael Carter-Williams,8.29,2,Syracuse,2.3,3.6,2014,Guard,44.5,20.9,7.4
5,8.9,0.562,0.1,0.379,0.2,0.7,2.7,5.7,5.1,9.1,0.558,3.9,5.7,0.679,135,126,26.8,2.5,14.1,Keith Benson,-1.32,0.5,Oakland,1.4,8.2,2012,Center,56.2,16.80326241,19.7
4.2,7,0.602,0,1,0,1.3,1.9,3.7,4.2,7,0.603,2.4,3.5,0.68,136,121,23.3,2.3,10.9,Roy Hibbert,7.54,0.4,Georgetown,1.5,5.9,2009,Center,60.5,22,22
5.4,10.1,0.535,0.6,0.349,1.7,0.5,1.8,4,6,11.8,0.508,1.8,2.7,0.68,37,35,27.1,2.6,14.4,Kosta Koufos,7.97,0.4,Ohio State,1.5,6.7,2009,Forward,53.3,5.3,5.3
4.4,7.3,0.603,0.5,0.275,1.7,0.5,3.7,7.3,4.9,9,0.541,2.7,4,0.681,30,29,30.2,3.2,12.9,Mohamed Bamba,10.67,0.8,Texas,1.5,10.5,2019,Forward,56.7,28.3,4.8
2.9,5.1,0.56,0,0,0,0.6,1.7,3.3,2.9,5.1,0.56,1.6,2.4,0.681,142,140,22,2,7.4,Rakeem Christmas,7.88,0.5,Syracuse,1.1,5.3,2016,Forward,56,20.5,13.3
4.6,8.2,0.568,0.6,0.35,1.8,0.8,1.6,2.9,5.3,9.9,0.53,2.6,3.8,0.682,34,34,24.9,2.5,13.7,Marquese Chriss,8.12,0.9,Washington,2,5.4,2017,Forward,56.1,21.7,3.1
3.7,8,0.464,2.2,0.41,5.4,2,1.4,4.9,5.9,13.4,0.442,3.2,4.7,0.682,36,34,34.6,1.9,17.3,Brandon Ingram,10.59,1.1,Duke,2,6.8,2017,Guard,52.5,22.5,4.9
2.8,7.3,0.391,2.5,0.36,6.9,4.5,0.1,3.4,5.3,14.2,0.376,2.8,4.2,0.682,31,30,35,0.7,16,Mike Taylor,5.19,1.1,Iowa State,5.4,4.1,2009,Guard,46.4,2.5,2.5
1.7,3.4,0.508,1.1,0.448,2.5,3.1,0.3,3.6,2.8,5.8,0.483,1.8,2.6,0.683,71,64,29.5,2,8.5,Royce O'Neale,5.647638522,1,Baylor,1.7,5.6,2018,Forward,56.1,18.9,16.8
3.8,6.5,0.581,1.4,0.35,4.1,1.8,0.9,5.4,5.2,10.6,0.492,2.7,4,0.683,72,52,30.2,2.1,14.6,Jae Crowder,8,1.9,Marquette,1,7.6,2013,Forward,56,26.7,12.6
5.4,10.2,0.53,1.5,0.369,4,7.8,0.5,3.687894073,6.9,14.3,0.485,2.8,4.1,0.684,120,89,37.7,1.52295082,18.1,Gary Payton,6.72,2.7,Oregon State,3.3,4,2017,(The Glove),53.7,0,0
2.5,5.3,0.473,1.1,0.359,3.1,2.8,1.7,5.2,3.6,8.4,0.431,2,2.9,0.684,59,51,31.7,1.7,10.3,Tyler Honeycutt,7.9,1.2,UCLA,2.8,6.9,2012,Forward,49.7,17.5,5.2
3.1,4.7,0.654,0.1,0.364,0.2,0.5,1.7,3.5,3.2,5,0.639,1.5,2.2,0.684,134,130,23.5,2.4,7.9,Jeremy Evans,-1.72,0.6,Western Kentucky,1,5.9,2011,Forward,64.8,17.8,17.8
2.1,4.2,0.509,0.7,0.34,2,4.7,0.4,3,2.8,6.1,0.455,1.7,2.5,0.685,137,120,28.7,0.8,8,Alex Caruso,5.71,2,Texas A&M,2.5,3.7,2018,Guard,50.9,17.2,13.2
3.8,5.9,0.639,0,0.2,0.2,1.4,2.6,5.8,3.8,6.1,0.626,3.5,5.1,0.685,28,20,23.1,2.3,11.2,Joel Embiid,11.4,0.9,Kansas,2.4,8.1,2017,Center,62.9,28.2,3.4
4.3,7,0.62,0.4,0.261,1.6,0.9,2.2,5.9,4.7,8.6,0.553,2.6,3.8,0.685,129,98,27.5,2.6,12.5,Kyle O'Quinn,-7.19,0.5,Norfolk State,2,8.5,2013,Center,57.7,16.80326241,15.7
5.1,10.1,0.505,0.2,0.269,0.7,2.7,3.7,6.2,5.3,10.8,0.49,3.1,4.5,0.685,36,36,35.1,3.6,13.9,Ekpe Udoh,5.647638522,0.8,Baylor,2.4,9.8,2011,Center,48.1,10.8,10.8
2.5,4.2,0.583,0,0.333,0,0.5,0.4,3.2,2.5,4.3,0.58,1.8,2.6,0.685,125,39,16.6,1.7,6.8,Darnell Jackson,8.38,0.5,Kansas,1,4.9,2009,Forward,58.2,11.9,11.9
2.6,5.3,0.491,0.5,0.354,1.3,2.5,0.1,1.5,3.1,6.6,0.464,1.7,2.4,0.685,75,35,21.9,0.9,8.3,Russell Westbrook,8.77,1,UCLA,1.6,2.4,2009,Guard,49.9,6.2,6.2
2.8,6,0.469,2.2,0.344,6.4,2.1,0.4,3.4,5,12.4,0.404,3.1,4.5,0.686,62,57,31.6,1,15.3,Danuel House,5.647638522,0.6,Texas A&M,1.8,4.3,2017,Guard,49.3,17.9,11.9
2.9,4.9,0.595,0.3,0.302,0.9,0.5,0.7,3.5,3.2,5.8,0.551,2,2.9,0.686,112,62,22.1,1.8,8.6,Alex Poythress,8.3,0.4,Kentucky,1.3,5.3,2017,Forward,57.4,18.8,10.1
3.6,7.1,0.508,0.6,0.353,1.8,2.1,0.2,4.3,4.3,8.9,0.476,2.9,4.2,0.687,123,89,24,1.1,12,Chandler Hutchison,2.57,1,Boise State,1.9,5.5,2019,Guard,51.2,21.2,12.3
8.4,14.2,0.59,0.2,0.246,0.7,2,1.1,3.687894073,8.6,14.9,0.573,5.4,7.8,0.687,93,69.2525,33.8,1.52295082,22.7,Gary Trent,0.19,0.6,Ohio,3.3,11.3,2019,Forward,57.9,16.80326241,10.29525547
2.1,4.2,0.486,0.8,0.36,2.2,2.8,0,2.3,2.9,6.4,0.443,1.2,1.7,0.687,68,40,26,0.8,7.7,Dwight Buycks,8.37,1.1,Marquette,2,3,2014,Guard,50.5,13.5,3.9
3.1,6.3,0.496,0.6,0.361,1.7,2.9,0.8,5.6,3.7,8,0.467,2.3,3.4,0.687,145,66,25,2,10.5,Draymond Green,9.75,1.2,Michigan State,1.9,7.6,2013,Forward,50.6,16.80326241,19.2
4.6,8.9,0.522,0.4,0.238,1.7,1.4,1.3,6.1,5,10.6,0.476,3.9,5.7,0.687,62,60,30.1,3.3,14.4,Al-Farouq Aminu,8.1,1.2,Wake Forest,2.9,9.4,2011,Forward,49.5,8.3,8.3
3.9,7.5,0.522,1.4,0.341,4.1,2.8,0.6,4.4,5.3,11.6,0.459,2.9,4.2,0.687,75,58,29.5,1.2,14.9,Jarrett Culver,9.56,1.3,Texas Tech,2.1,5.6,2020,Guard,51.8,22.4,11
2.2,4.6,0.478,0.1,0.522,0.2,0.3,0.5,3.687894073,2.3,4.8,0.48,1.3,1.8,0.688,118,69.2525,14.4,1.52295082,5.9,Troy Brown,7.58,0.3,Providence,1.883665835,4.2,2019,Center-Forward,52.17060976,16.80326241,10.29525547
2.8,5.8,0.488,0.4,0.338,1.1,2.8,0.4,3.5,3.2,6.9,0.463,2.6,3.8,0.688,132,123,28.2,1.2,9.5,Wesley Iwundu,9.51,0.9,Kansas State,2.1,4.7,2018,Forward,49.1,15.5,10.6
0.9,2.5,0.371,0.1,0.667,0.2,0.2,0.3,0.9,1.1,2.7,0.391,0.2,0.3,0.688,49,24,10.8,0.7,2.5,Greg Smith,-6.19,0.3,Delaware State,0.4,1.7,2012,Forward,41.4,0.9,0.9
4,6.2,0.633,0,0.33221216,0,0.5,0.9,3.6,4,6.2,0.633,1.6,2.3,0.688,69,36,15.4,1.9,9.5,Marreese Speights,6.16,0.3,Florida,1.1,5.4,2009,Center,63.3,8.9,8.9
4.3,8,0.541,0.6,0.308,2,1.4,0.7,4.6,5,10.1,0.494,3.1,4.5,0.689,65,57,30.7,2.4,13.7,Jarell Martin,6.12,1,LSU,2.2,6.9,2016,Forward,52.5,19.3,7.5
5.7,10.2,0.553,0.5,0.366,1.4,3.1,1.6,8.4,6.2,11.6,0.531,5.1,7.4,0.689,67,67,36.2,2.8,18,Jerrelle Benimon,5.647638522,0.7,Towson,3.6,11.2,2015,Forward,54.4,21.9,12.1
4.8,8.8,0.549,0,0,0,1.1,1.2,3,4.8,8.8,0.549,3.8,5.5,0.689,70,70,27.1,2.9,13.5,Samardo Samuels,8.2,0.6,Louisville,2.3,5.9,2011,Forward,54.9,9.8,9.8
4.6,8.4,0.544,0,0.261,0.2,0.8,2.6,4.7,4.6,8.6,0.539,2.7,4,0.69,132,95,24.3,2.4,12.1,A.J. Hammons,7.64,0.4,Purdue,2.1,7,2017,Center,54.1,25.5,13.8
4.3,9.2,0.466,1.3,0.304,4.2,2.8,0.6,5,5.6,13.4,0.415,3.9,5.7,0.69,69,59,31.2,1.7,16.3,Gary Forbes,5.647638522,1,UMass,2.8,6.7,2011,Forward,47.1,9,9
5.5,9.8,0.563,0,0.333,0,0.9,2,5.1,5.5,9.8,0.562,3.5,5.1,0.69,99,97,30.6,2.4,14.6,D.J. White,7.95,0.7,Indiana,1.7,7.6,2009,Forward,56.3,18.5,18.5
3,6.2,0.483,1.4,0.354,4,1.4,0.2,3.7,4.4,10.2,0.432,3.2,4.6,0.691,140,102,25.4,2.1,13.4,Treveon Graham,4,0.8,VCU,1.4,5.8,2017,Guard,50.2,23.2,18
2.1,4.3,0.494,1.3,0.375,3.5,1.8,0.2,2.1,3.4,7.8,0.441,1.3,1.8,0.691,37,1,24.4,0.5,9.4,Zach LaVine,7.62,0.9,UCLA,1.1,2.5,2015,Guard,52.4,14.6,2.5
0.1,0.3,0.3,0,0,0.2,0.1,0,0.2,0.1,0.6,0.188,0.3,0.4,0.692,29,1,4.9,0.1,0.5,B.J. Johnson,6.46,0.3,Villanova,0.3,0.4,2019,Guard,18.8,0,0
4.6,8.5,0.545,0.1,0.302,0.4,1.2,1.6,4.5,4.8,8.9,0.533,2.7,3.9,0.692,104,71,27,1.8,12.3,Chimezie Metu,6.78,0.7,USC,1.7,6.3,2019,Forward,54,21.5,10.4
4.2,7.8,0.539,0.8,0.356,2.3,1,0.8,3.2,5,10.1,0.498,2.4,3.4,0.692,143,78,25.5,1.8,13.2,Sam Young,8,0.8,Pitt,1.9,5,2010,Forward,53.8,19.7,19.7
4.7,7.8,0.598,0,0.33221216,0,0.9,1.7,4.6,4.7,7.8,0.598,2.4,3.5,0.693,96,94,28.3,1.9,11.7,Drew Eubanks,6.57,0.5,Oregon State,2,6.6,2019,Forward,59.8,20.7,9
3.7,7.8,0.476,0.8,0.354,2.2,5.8,0.4,4,4.5,9.9,0.45,3.1,4.5,0.693,95,83,31.5,1.1,12.8,Kris Dunn,8.09,2.2,Providence,3.3,5.1,2017,Guard,48.8,20.7,10.8
1.8,3.8,0.484,0.7,0.366,1.8,8,0.1,2.2,2.5,5.6,0.446,1.5,2.2,0.693,73,55,28.8,0.2,7.2,Kendall Marshall,8.61,1.1,UNC,2.6,2.3,2013,Guard,50.5,16.1,6.9
4.1,7.9,0.52,0.9,0.358,2.4,1.9,0.4,3.5,5,10.3,0.483,3.4,4.9,0.693,134,133,29.3,2.1,14.2,Jeffery Taylor,6.64,1.1,Vanderbilt,2.3,5.6,2013,Forward,52.4,16.80326241,16.4
3.7,7,0.525,0,0.333,0,1,0.8,3.4,3.7,7.1,0.524,2.2,3.2,0.693,139,104,27.2,2.5,9.6,Dante Cunningham,8.7,1.2,Villanova,1.8,5.9,2010,Forward,52.4,16.7,16.7
5.8,12.1,0.483,0.1,0.105,0.6,1.2,2.3,5.7,5.9,12.7,0.464,3.7,5.4,0.693,31,31,32.8,2.8,15.6,Anthony Randolph,5.66,1.1,LSU,3,8.5,2009,Forward,46.7,3.5,3.5
3.9,8.1,0.481,2.3,0.383,6.1,1.6,0.3,4.2,6.3,14.3,0.439,3,4.3,0.694,23,23,32.3,0.6,17.8,Rashad Vaughn,3.38,0.8,UNLV,2.2,4.8,2016,Guard,52.1,20.2,2.5
6.8,9.7,0.705,0.1,0.267,0.4,1.9,3.2,5.5,6.9,10.1,0.687,2.9,4.2,0.694,37,36,28.1,3.1,16.9,Brandon Clarke,5.647638522,1.2,Gonzaga,1.5,8.6,2020,Forward-Guard,64.2,30.2,16.4
3.4,7,0.484,1.8,0.399,4.4,2.3,1.1,4.3,5.1,11.4,0.451,3.6,5.2,0.695,61,58,31.9,1.2,15.7,Charles Cooke,5.647638522,1.2,Dayton,1.9,5.5,2018,Guard,50.2,18.7,12.8
3.2,5.3,0.591,1.3,0.348,3.6,1.3,0.5,3.4,4.4,9,0.493,2,2.8,0.695,113,81,27.9,1.6,12.1,Sam Dekker,10.07,0.6,Wisconsin,1,5,2016,Forward,56.3,23.4,15.9
4.8,10,0.481,0.6,0.241,2.3,1.8,0.3,6.8,5.4,12.3,0.435,4.8,6.9,0.695,34,34,33.1,2.7,16.1,Elijah Millsap,5.647638522,1.6,Alabama-Birmingham,3.5,9.5,2015,Guard,44.9,7.3,7.3
3.4,6.5,0.528,0.3,0.223,1.5,4.8,0.1,2.3,3.8,8,0.469,2,2.9,0.695,67,53,29.8,0.7,9.9,Darius Morris,10.03,0.8,Michigan,2.3,2.9,2012,Guard,49.1,17,6.2
4.1,7.2,0.567,0,0.33221216,0,0.8,2.5,5.2,4.1,7.2,0.567,3.1,4.5,0.696,133,119,24.2,2.2,11.3,Jerome Jordan,2.63,0.4,Tulsa,2,7.4,2012,Center,56.7,20.9,20.9
3.3,6.4,0.52,0.1,0.205,0.5,1.5,0.9,4.1,3.4,6.9,0.496,3.3,4.7,0.697,76,31,27,2.1,10.2,Rondae Hollis-Jefferson,8.23,0.9,Arizona,1.4,6.3,2016,Forward,50.4,21.1,10.8
3.9,6.8,0.58,0.3,0.353,0.9,0.7,2.6,4.2,4.2,7.7,0.554,2.7,3.8,0.697,95,63,26.5,2.6,11.5,Richaun Holmes,-1.07,0.8,Bowling Green State,1.5,6.9,2016,Forward,57.4,26.4,12.6
2.9,4.5,0.643,1,0.385,2.7,0.5,0.4,3.3,3.9,7.2,0.547,1.5,2.2,0.698,107,77,21,1.2,10.4,Moritz Wagner,9.16,0.8,Michigan,1.2,4.5,2019,Forward,61.8,23.3,10.7
2.9,6,0.473,2.1,0.362,5.9,1.7,0.6,4.2,5,11.9,0.418,3.1,4.4,0.698,70,39,31,0.9,15.2,Gian Clavell,1.47,1.3,Colorado State,1.6,5.2,2018,Guard,50.7,20.7,8.7
3.2,5.9,0.547,0,0.333,0,0.3,0.8,3.6,3.2,5.9,0.546,2.3,3.2,0.698,122,86,22,1.7,8.7,Aron Baynes,6.91,0.3,Washington State,1.2,5.4,2013,Center,54.6,14.3,14.3
4.1,8.4,0.486,0.5,0.266,1.9,4,0.4,3.5,4.6,10.3,0.445,4.8,6.9,0.699,58,55,31,1.5,14.5,Tahjere McCall,5.647638522,2.6,Tennessee State,3.4,5.1,2019,Guard,44.4,17.2,7.9
3.6,7.8,0.468,0.9,0.341,2.7,2.1,0.4,3,4.6,10.5,0.435,1.7,2.5,0.699,130,126,34.2,0.8,11.7,Julian Washburn,1.19,0.9,UTEP,1.6,3.8,2019,Forward,47.9,14.1,11.1
2.3,5.4,0.429,1.4,0.413,3.5,3,0.3,2.9,3.8,8.9,0.422,1.4,2,0.699,36,36,32.4,0.6,10.4,Cory Joseph,7.96,1,Texas,1.5,3.6,2012,Guard,50.3,15.1,4.4
2.4,4.7,0.511,1.6,0.433,3.8,0.8,1.5,5.8,4,8.4,0.476,1.2,1.8,0.7,40,39,28.1,2.3,10.9,Omari Spellman,10.24,0.7,Villanova,1,8,2019,Forward,57.3,20.6,5.2
1.1,2.2,0.515,0.5,0.306,1.7,3.1,0.1,1.5,1.6,3.8,0.424,1.1,1.5,0.7,138,39,19.9,0.1,4.8,David Stockton,4.2,1.2,Gonzaga,1.5,1.6,2015,Guard,49,13.5,8.2
4.7,8.1,0.587,1,0.375,2.7,1,1.2,5.7,5.8,10.8,0.533,3.5,5.1,0.701,35,31,27.1,2.5,16.1,Anthony Bennett,5.71,0.7,UNLV,1.9,8.1,2014,Forward,58,28.3,5.7
1.5,3,0.497,1,0.361,2.9,1,0.8,2.6,2.5,5.9,0.431,1.4,2,0.701,113,42,17,1.2,7.5,Chris Copeland,7.06,0.4,Colorado,1.2,3.8,2013,Forward,51.9,7.2,7.2
2.7,5.4,0.501,0.8,0.331,2.4,1.5,0.5,3.2,3.5,7.8,0.449,2.7,3.9,0.702,140,77,26.6,1.3,10.5,Kris Joseph,8.37,1.3,Syracuse,1.6,4.5,2013,Forward,50,16.80326241,14.8
2.6,5,0.512,1.5,0.35,4.2,1.5,0.2,2.2,4,9.2,0.438,1.8,2.6,0.702,127,76,25.3,1.2,11.3,Joe Crawford,8.87,0.5,Kentucky,1.6,3.4,2009,Guard,51.8,9.1,9.1
2.4,4.6,0.523,0.5,0.336,1.5,1.5,1.6,3.9,2.9,6.1,0.476,1.8,2.6,0.702,97,52,23.9,1.6,8.1,Isaiah Roby,9.79,0.8,Nebraska,1.6,5.5,2020,Forward,51.8,18.6,7.8
2.4,4.3,0.55,1.2,0.389,3.2,1.5,1,3.9,3.6,7.5,0.481,1.4,2,0.703,72,38,25.5,2.4,9.9,Chuma Okeke,9.11,1.3,Auburn,1.3,6.3,2020,Forward,56.4,22.1,8.5
3.4,6.9,0.498,1.2,0.381,3.2,1.6,0.2,4.5,4.6,10.1,0.461,2.9,4.2,0.703,37,36,30.7,1.3,13.5,Keldon Johnson,10.29,0.8,Kentucky,1.6,5.9,2020,Guard,52.1,18.5,4.9
2.7,5.7,0.476,0.8,0.344,2.2,1.8,0.9,3.4,3.5,7.9,0.439,1.7,2.5,0.704,101,53,26,1.5,9.4,Jamil Wilson,5.647638522,0.6,Marquette,1.5,5,2018,Forward,48.5,16.3,9.6
2.8,5.3,0.537,0,0.316,0.1,0.4,0.7,2.4,2.9,5.4,0.531,1,1.5,0.704,138,48,16.3,1.6,6.8,Mike Tobey,7.76,0.2,Virginia,0.8,4,2017,Forward,53.5,22.6,11
2.8,6,0.475,0.5,0.277,1.8,2,0.1,2.5,3.3,7.7,0.429,2.1,3,0.704,106,80,25.7,1,9.3,Vander Blue,8.2,1,Marquette,2,3.5,2014,Guard,46.1,14.6,6.9
2.6,4.7,0.545,1.1,0.326,3.2,1.3,0.8,3.5,3.6,8,0.456,1.9,2.6,0.704,94,69,27.9,1.3,10.2,Carrick Felix,5.37,1,Arizona State,1.7,4.8,2014,Guard,52.2,17.1,7.3
2.9,5.5,0.515,0.6,0.311,1.8,4.4,0.1,2.9,3.4,7.3,0.465,1.9,2.7,0.704,134,103,28.7,0.5,9.3,Jeremy Pargo,3.62,1.3,Gonzaga,2.7,3.4,2012,Guard,50.4,11.5,11.5
2,3.6,0.573,1.5,0.378,4,2.4,0.2,2.9,3.6,7.6,0.469,1.6,2.2,0.705,85,12,25.4,1.1,10.2,Donte DiVincenzo,9.74,0.9,Villanova,1.6,4,2019,Guard,57,18.7,9.2
2.2,4.4,0.51,0.6,0.284,2.1,3.5,1,3.3,2.8,6.4,0.437,2.1,3,0.706,36,25,27,1.4,8.3,De'Anthony Melton,6.4,1.9,USC,1.8,4.7,2019,Guard,48.3,19.2,3.2
4.2,7.8,0.538,0.8,0.371,2.3,1.1,0.4,3.7,5,10.1,0.5,1.9,2.7,0.706,63,63,28.5,2.1,12.8,Myke Henry,5.647638522,1,DePaul,2.3,5.8,2018,Forward,52.2,17.1,5.3
4.8,9.3,0.517,0.1,0.167,0.5,1.4,0.8,6.9,4.9,9.8,0.501,5.1,7.2,0.706,40,40,30.8,3.5,15,Julius Randle,9.89,0.5,Kentucky,2.5,10.4,2015,Forward,50.5,24.5,5.9
2.5,5.4,0.47,2.1,0.349,5.9,1.7,0.2,3.3,4.6,11.3,0.407,3.1,4.4,0.706,40,39,32.4,1,14.3,James Young,9.89,0.8,Kentucky,1.9,4.3,2015,Guard,49.8,16.6,4.7
3.7,7.4,0.492,2.6,0.345,7.5,2,1.6,5.5,6.2,14.9,0.418,2.7,3.8,0.707,35,35,35.8,1.7,17.7,Donte Greene,7.96,1.3,Syracuse,2.6,7.2,2009,Forward,50.5,3.9,3.9
3.6,6,0.604,0,0.429,0.1,0.6,1.3,3.8,3.6,6,0.602,2.5,3.6,0.708,139,66,25.1,2.2,9.8,Quincy Acy,7.2,0.7,Baylor,1.5,6,2013,Forward,60.4,16.80326241,16.3
3,5.7,0.518,0.8,0.37,2.2,3.9,0.2,1.9,3.8,7.9,0.477,2.5,3.5,0.708,146,126,27.7,0.3,10.8,Tyshawn Taylor,8.42,1.2,Kansas,2.6,2.2,2013,Guard,52.9,16.80326241,15.1
2.6,5.4,0.477,0.8,0.365,2.1,1.2,0.2,3.687894073,2.9,6.4,0.444,1.2,1.7,0.709,130,40,16.5,1.52295082,7.5,Jaren Jackson,8.4,1,Georgetown,1.3,2.9,2019,Guard,52.17060976,0,0
3.1,4.9,0.634,0.2,0.333,0.7,1.1,0.5,3.1,3.3,5.6,0.594,2,2.8,0.709,101,31,17.2,1.5,8.9,Kelly Olynyk,4,0.5,Gonzaga,1.4,4.6,2014,Forward,61.6,27,10.3
2.9,5.5,0.534,0,0,0.1,1.3,0.5,2.9,2.9,5.6,0.529,2.8,3.9,0.71,113,65,22.1,1.6,8.7,Matt Williams,4.36,0.5,Colorado State,1.9,4.4,2018,Forward,52.9,7.4,7.4
3.6,8.1,0.448,2.1,0.335,6.4,2.2,0.4,3,5.8,14.5,0.398,3.5,4.9,0.71,61,61,35.5,0.5,17.1,Xavier Munford,4.11,1.1,Rhode Island,2.7,3.4,2016,Guard,47.2,16.1,4.6
6.4,11.5,0.559,0,0.176,0.3,1.5,2,6.1,6.5,11.8,0.551,3.5,5,0.711,68,61,32.7,3.6,16.6,Pascal Siakam,-3.6,0.9,New Mexico State,1.9,9.7,2017,Forward,55.3,28.9,13.7
5,9.5,0.524,0,0.176,0.1,1.2,1.7,4.4,5,9.6,0.519,3.5,4.9,0.711,123,114,27.2,3,13.5,JaMychal Green,5.52,1,Alabama,2.5,7.4,2015,Forward,52,16.80326241,16.9
5.1,10.9,0.463,1.3,0.377,3.3,0.8,0.1,2.5,6.3,14.3,0.443,4,5.6,0.711,32,30,30.8,2.7,17.9,Shabazz Muhammad,7.82,0.7,UCLA,1.6,5.2,2014,Guard,48.7,21.9,3.7
2.6,4.7,0.557,1.3,0.382,3.4,0.7,0.8,3.3,3.9,8.1,0.483,1.5,2.1,0.711,137,96,22.9,1.4,10.6,Justin Harper,2.46,0.6,Richmond,1.3,4.8,2012,Forward,56.4,16.80326241,13.8
5.3,10.3,0.514,0.9,0.274,3.4,3.9,0.8,4.1,6.2,13.6,0.455,3.7,5.2,0.711,37,35,29,1.3,17.1,Tyreke Evans,4.63,2.1,Memphis,3.6,5.4,2010,Guard,48.9,7.2,7.2
4.3,8.3,0.521,0.9,0.337,2.6,4.7,0.4,3.2,5.2,10.9,0.477,3.7,5.1,0.712,40,39,29.2,1.4,14.9,Derrick Rose,5.76,1.2,Memphis,2.7,4.5,2009,Guard,51.7,6.6,6.6
2.3,4.1,0.576,0,0.167,0.1,0.8,1.1,2.9,2.4,4.2,0.567,1.3,1.8,0.713,138,62,16.5,1.7,6,Matt Costello,9.21,0.4,Michigan State,0.7,4.7,2018,Forward,56.9,22.6,11.6
3.5,6.4,0.547,0.3,0.371,0.7,0.7,1.4,6.9,3.8,7.2,0.528,3.6,5,0.713,130,90,28.8,3.2,11.4,Joel Bolomboy,-4.62,0.6,Weber State,2,10.1,2017,Forward,54.8,22.9,17.5
3,5.7,0.531,2.2,0.4,5.5,3.3,0.2,3,5.3,11.3,0.467,2.1,2.9,0.713,64,64,31.5,1.2,14.8,Derrick Byars,5.647638522,1.2,Vanderbilt,2.4,4.3,2012,Guard,55.6,10.7,10.7
3.7,7.6,0.49,1.6,0.325,4.8,4,0.1,2.8,5.3,12.4,0.426,4.3,6,0.713,105,104,30.4,0.7,16.4,Isaiah Thomas,7.81,1.2,Washington,2.7,3.5,2012,Guard,48.9,16.80326241,13.2
2.2,4.2,0.527,1,0.336,2.8,0.6,0.6,3.4,3.2,7.1,0.45,1.6,2.2,0.714,105,71,23,1.4,8.9,Devin Robinson,9.96,0.6,Florida,0.9,4.9,2018,Forward,51.8,17.6,9.4
0.8,1.7,0.487,1.9,0.353,5.4,1.9,0.2,3,2.8,7.2,0.385,1,1.4,0.714,67,67,32.9,0.8,8.4,Chris Babb,5.647638522,1.1,Iowa State,0.8,3.8,2014,Guard,51.4,16.80326241,9.5
3,6.8,0.438,0.7,0.325,2,4.8,0.3,2.1,3.6,8.8,0.412,2.1,3,0.714,40,40,32.6,0.4,10,Marquis Teague,7.93,0.9,Kentucky,2.7,2.5,2013,Guard,44.9,13.2,3.5
4.3,9.3,0.465,0.7,0.317,2.3,0.7,0.4,5,5,11.6,0.436,3.7,5.2,0.715,64,59,28,1.9,14.5,Jalen Jones,5.647638522,0.8,Texas A&M,1.5,6.9,2018,Guard,48.2,20.1,13.7
5,8.6,0.577,0,0.33221216,0,0.9,1.1,4.9,5,8.6,0.577,2,2.8,0.715,148,80,21,2.1,11.9,Brice Johnson,9.72,0.8,UNC,1.3,7,2017,Forward,57.7,28.1,17.2
3.5,6.8,0.507,1.8,0.38,4.8,6.3,0.1,4.3,5.3,11.6,0.455,3.9,5.4,0.715,72,71,33,1,16.3,Nick Calathes,4.43,1.8,Florida,3.1,5.3,2014,Guard,53.3,10.9,10.9
3.9,7.5,0.523,1.2,0.325,3.8,2.4,0.3,7.9,5.2,11.3,0.457,3.3,4.6,0.716,66,66,30.7,3.2,14.9,Alize Johnson,0.82,0.5,Missouri State,2.3,11.1,2019,Forward,51.1,24.4,9.3
2.2,5.1,0.432,1.4,0.334,4.3,1.2,0.3,3.5,3.6,9.3,0.387,1.5,2.1,0.716,135,69,26.3,0.9,10.1,Cameron Reynolds,1.74,0.6,Tulane,1.2,4.5,2019,Guard,46.4,13.3,6.5
4.1,7.3,0.56,1.1,0.386,2.8,2.2,0.4,3.6,5.1,10,0.512,3.4,4.7,0.716,30,29,30.1,1.4,14.7,Jonathon Simmons,0.21,0.7,Houston,3.3,5,2016,Guard,56.5,19.5,2.6
