2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PTS,Player,SOS,STL,School,TOV,TRB,year,Position,eFGP,PER,WS
3.7,8,0.465,0,0.333,0,0.7,0.5,3.3,3.7,8,0.464,2.6,4.3,0.611,118,79,19.9,2.1,10.1,Cameron Johnson,-4.62,0.9,Texas State,2,5.4,2020,Forward,46.5,16.80326241,6.4
2.4,4.8,0.5,0.4,0.302,1.3,1,1.9,4.2,2.8,6.1,0.457,2.4,4,0.611,65,37,23,2,8.4,Nicolas Claxton,8.5,0.6,Georgia,1.4,6.2,2020,Forward,49,19.6,4.8
4.3,8,0.54,0.5,0.288,1.8,2,0.6,3.3,4.8,9.8,0.494,2.7,4.4,0.612,121,108,28.8,1.4,12.9,Antonius Cleveland,-4.51,1.3,Southeast Missouri State,1.9,4.7,2018,Guard,52,19.1,9.9
5.5,10.3,0.534,0,0,0,1,0.1,6.1,5.5,10.3,0.534,2.8,4.6,0.612,131,129,28.7,3.7,13.8,Jon Brockman,7.16,0.8,Washington,2.1,9.8,2010,Forward,53.4,16.2,16.2
3.5,6.9,0.511,0,0.5,0,0.8,2.3,3.1,3.5,6.9,0.511,1.9,3.1,0.612,67,61,24.3,2.6,9,Robin Lopez,8,0.3,Stanford,1.6,5.6,2009,Center,51.2,8.2,8.2
3.6,7.9,0.464,0.9,0.292,3.1,3.4,0.4,4.2,4.6,11,0.415,2.6,4.2,0.613,129,114,31.6,1,12.6,Tyrone Wallace,7.3,1.1,California,2.2,5.2,2018,Guard,45.7,16.5,10.6
3,5.7,0.528,0,0,0.1,0.5,1.7,4,3,5.8,0.52,1.1,1.7,0.614,51,49,22.7,2.3,7.1,Dewayne Dedmon,7.41,0.9,USC,1.5,6.4,2014,Forward,52,19.4,3.6
5.5,9.6,0.568,0,0.33221216,0,1.1,1,6,5.5,9.6,0.568,2.7,4.3,0.614,72,71,26.6,4.7,13.6,DeJuan Blair,8.22,1.6,Pitt,1.6,10.7,2010,Forward,56.8,15,15
2.9,6.4,0.458,0.7,0.338,2.1,1.2,0.4,2.8,3.6,8.5,0.428,2.1,3.4,0.616,37,37,24.8,0.9,10,Hamidou Diallo,10.73,0.8,Kentucky,1.4,3.6,2019,Guard,47,13.8,2.4
1.5,2.9,0.504,0.4,0.265,1.4,5.2,0.4,4.8,1.8,4.3,0.425,1.8,2.9,0.617,138,129,30.9,0.7,5.8,Julyan Stone,2.3,1.5,UTEP,1.9,5.5,2012,Guard,46.9,16.80326241,13.8
2.7,4.7,0.573,0,0.33221216,0,0.6,0.6,2.6,2.7,4.7,0.573,1.7,2.8,0.619,38,0,14.6,2.6,7.1,Tony Bradley,11.76,0.3,UNC,0.7,5.1,2018,Forward,57.3,26.2,3.1
4.8,10.2,0.474,0.1,0.222,0.3,1.3,0.8,4.7,4.9,10.5,0.467,2.8,4.6,0.619,91,78,27.1,3,12.7,Johnny O'Bryant,5.38,0.5,LSU,2.9,7.7,2015,Forward,47,17.7,5.8
2.9,4.7,0.604,0,0,0,1.3,1.3,4.5,2.9,4.8,0.6,1.5,2.4,0.622,141,110,21.7,2.1,7.2,Daniel Ochefu,8.32,0.8,Villanova,1.6,6.6,2017,Forward,60,21.4,14.3
3.4,6.3,0.548,0,0.33221216,0,0.7,2.1,5.3,3.4,6.3,0.548,2.3,3.7,0.623,61,25,22.2,2.4,9.2,Ed Davis,9.09,0.4,UNC,1.4,7.7,2011,Forward,54.8,7.2,7.2
5,8.6,0.574,0.2,0.324,0.5,1.7,1.9,4.9,5.1,9.2,0.559,2.4,3.9,0.624,134,134,28.4,3,12.9,Trevor Booker,7.85,1.1,Clemson,1.9,7.9,2011,Forward,56.9,23.8,23.8
5.6,9.7,0.57,0.3,0.311,0.9,1.8,0.7,4.3,5.8,10.6,0.549,3,4.8,0.624,70,68,26.8,2.6,14.9,DeMarre Carroll,5.647638522,1.4,Missouri,1.5,6.9,2010,Forward,54.7,14.9,14.9
3.1,5.8,0.533,1,0.375,2.6,2.7,0.7,5.6,4.1,8.4,0.484,1.9,3,0.625,102,85,32.2,3,11,Kenrich Williams,8.65,1.4,TCU,1.4,8.6,2019,Guard-Forward,54.2,21,14
1.9,3.5,0.557,0,1,0,0.3,0.6,3,1.9,3.5,0.557,0.9,1.5,0.625,135,58,15.8,1.8,4.8,Miles Plumlee,8.75,0.5,Duke,1,4.8,2013,Forward,55.9,16.80326241,9.1
3.6,5.9,0.611,0,0.33221216,0,0.4,4.2,5.4,3.6,5.9,0.611,3.1,5,0.625,100,99,29.3,3,10.3,Hasheem Thabeet,7.14,0.4,UConn,1.8,8.5,2010,Center,61.1,19.9,19.9
3,6.4,0.475,1.4,0.308,4.5,2.3,0.7,4.2,4.4,10.9,0.406,1.6,2.5,0.625,35,34,27.2,0.7,11.8,Talen Horton-Tucker,9.3,1.3,Iowa State,1.7,4.9,2020,Guard,47,17.2,2.7
3.6,7.4,0.481,0.6,0.415,1.5,1.4,0.9,5.8,4.2,8.9,0.47,2.6,4.1,0.626,36,36,30.9,3.4,11.6,Kevon Looney,8.27,1.3,UCLA,1.3,9.2,2016,Forward,50.5,21.9,4.8
4.6,8.8,0.52,1.2,0.312,3.8,3.6,0.8,5.3,5.7,12.6,0.457,3.1,4.9,0.628,101,100,36.1,1.4,15.7,DeAndre' Bembry,4.2,1.4,St. Joseph's,2.5,6.7,2017,Forward,50.4,19.8,12.8
4.7,8.9,0.532,0,0,0,1.5,1.1,5.7,4.7,8.9,0.53,3.5,5.6,0.628,87,84,29.7,3.9,13,Jarnell Stokes,6.82,0.7,Tennessee,2.1,9.6,2015,Forward,53,25.8,12.7
5.9,9.6,0.616,0,0.33221216,0,0.7,3.3,6,5.9,9.6,0.616,3.8,6.1,0.628,32,31,28.9,3.5,15.7,Greg Oden,9.03,0.6,Ohio State,2,9.6,2009,Center,61.6,8.2,8.2
0.2,0.7,0.357,0.1,0.231,0.6,0.2,0.1,0.4,0.4,1.3,0.296,0.5,0.8,0.629,43,0,3.4,0.2,1.4,Tyler Davis,-6.17,0.2,Dartmouth,0.3,0.6,2019,Forward,35.2,-0.1,-0.1
5,8.1,0.613,0,0,0,1,2.1,5.4,5,8.1,0.611,2.5,4,0.629,36,35,27.5,3,12.4,Derrick Favors,9.02,0.9,Georgia Tech,2.5,8.4,2011,Forward,61.1,4.8,4.8
4.8,8.2,0.58,0,0.33221216,0,1.4,2.4,5.6,4.8,8.2,0.58,2.9,4.6,0.629,105,104,32.7,2.9,12.4,Taj Gibson,8.54,0.7,USC,2.5,8.5,2010,Forward,58,18.5,18.5
3.3,5.2,0.622,0,0.188,0.2,1.5,2.2,4.7,3.3,5.4,0.61,1.2,1.8,0.63,105,62,24.7,2.1,7.8,Jordan Bell,8.23,1.1,Oregon,1.5,6.8,2018,Forward,61.2,22.5,11.4
2.4,4.7,0.507,1.5,0.387,4,3,0.3,2.6,3.9,8.7,0.452,1.9,3,0.631,101,61,29.2,1,11.3,Michael Gbinije,5.647638522,1.5,Syracuse,1.8,3.6,2017,Forward,54.3,18.5,11.5
2.1,4.8,0.433,0,0,0.1,1,0.8,4.6,2.1,4.9,0.426,1.7,2.7,0.632,14,0,17,3.3,5.9,Jarred Vanderbilt,10.73,0.4,Kentucky,1.1,7.9,2019,Forward,42.6,21.6,1
2.4,4.8,0.494,1.5,0.366,4.1,2.6,0.4,2.1,3.9,8.9,0.436,1.8,2.8,0.632,109,108,29.5,0.9,11,Wayne Selden,11.58,0.7,Kansas,1.9,3,2017,Guard,51.9,14.1,9
1.7,3.6,0.48,0.1,0.169,0.5,0.5,0.5,1.8,1.8,4.1,0.44,0.9,1.4,0.632,111,32,14.5,0.9,4.6,DeQuan Jones,7.16,0.5,Miami (FL),1.1,2.4,2013,Guard,45.1,16.80326241,3
3.8,7.6,0.491,0.9,0.325,2.8,1.3,0.4,3.3,4.7,10.4,0.447,2.5,4,0.632,128,104,28.6,2.4,12.7,Alonzo Gee,6,1.2,Alabama,2.1,5.7,2010,Forward,49,10.4,10.4
4,7.3,0.547,0.5,0.384,1.4,1.7,1,4.5,4.5,8.7,0.521,3.4,5.4,0.632,72,63,28.3,2.1,12.9,PJ Washington,10.51,0.8,Kentucky,1.9,6.6,2020,Forward,55.1,21.9,9.1
3.3,5.9,0.567,0.5,0.302,1.8,1.5,0.4,3.9,3.9,7.7,0.506,1.8,2.8,0.633,96,64,21,1.6,10.1,Kyle Kuzma,6.84,0.3,Utah,1.6,5.5,2018,Forward,54.1,21.1,8.2
1.5,2.2,0.669,0.1,0.37,0.4,0.3,1.2,2.1,1.6,2.6,0.627,0.6,1,0.633,129,35,13.2,1.2,4,D.J. Stephens,3.69,0.5,Memphis,0.4,3.4,2014,Forward,65.3,22.4,8.3
1.4,2.5,0.565,2.3,0.39,5.8,2.1,0.3,3.8,3.7,8.4,0.443,1.5,2.4,0.634,61,29,27.27375,0.8,11.2,Derrick Jones,5.647638522,0.6,Samford,2.8,4.1,2017,Guard,52.9,6,6
2.9,5.7,0.513,0,0,0.1,0.4,0.3,2.2,2.9,5.9,0.5,1.6,2.5,0.634,28,6,16.1,1,7.5,Ivan Johnson,6.85,0.9,Oregon,1.7,3.2,2012,Forward,50,1.7,1.7
5.1,8.8,0.578,0,0.33221216,0,0.8,1.4,5.1,5.1,8.8,0.578,2.3,3.6,0.636,97,79,27,2.8,12.5,Jordan Hill,9.93,0.5,Arizona,2,7.9,2010,Forward,57.8,12.1,12.1
4.2,8.9,0.478,0.5,0.266,1.9,2.7,0.5,3.2,4.8,10.8,0.44,4.1,6.4,0.637,33,33,31.8,1.5,14.1,Archie Goodwin,5.78,1.1,Kentucky,3.1,4.6,2014,Guard,46.4,16.9,3.1
4.5,9.1,0.493,0.6,0.328,1.7,1.5,1.8,5.5,5,10.8,0.467,3.4,5.3,0.638,76,69,30.4,2.5,14,Terrence Jones,8.42,1.2,Kentucky,1.8,8,2013,Forward,49.3,24.9,11.8
3.3,6,0.546,0,0.333,0,1.2,2.6,4.9,3.3,6.1,0.545,1.7,2.7,0.64,102,81,27.3,3,8.3,Gorgui Dieng,8.78,1,Louisville,1.6,7.9,2014,Center,54.6,22,13.2
4.2,8.4,0.506,0.7,0.364,2,1.1,1.1,6.3,5,10.4,0.479,2.8,4.4,0.64,142,140,29.3,2.9,13.5,Damion James,7.54,1,Texas,1.8,9.3,2011,Forward,51.4,20.7,20.7
3.5,6.8,0.512,0.5,0.298,1.8,1.7,1.2,4.9,4,8.6,0.467,2,3.2,0.64,104,63,26.7,2.1,10.6,Earl Clark,8.03,0.9,Louisville,2.1,7,2010,Forward,49.8,13.4,13.4
8.2,11,0.747,0.7,0.338,2.2,2.1,1.8,5.4,9,13.2,0.68,3.9,6.2,0.64,33,33,30,3.5,22.6,Zion Williamson,11.97,2.1,Duke,2.4,8.9,2020,Forward,70.8,40.8,8.3
3.3,5,0.65,1.1,0.344,3.2,0.4,2.7,4.5,4.3,8.2,0.532,2.2,3.4,0.641,69,47,24.8,2.3,12,Chris Boucher,8.51,0.6,Oregon,1.1,6.8,2018,Forward,59.8,26.8,9.4
3.3,6.3,0.516,1.2,0.418,2.8,2.1,0.9,5.2,4.4,9.1,0.486,2.6,4,0.641,39,39,29.1,1.3,12.6,Justise Winslow,9.87,1.3,Duke,1.8,6.5,2016,Forward,55.1,22.3,5.5
2.5,5.1,0.496,0.1,0.3,0.3,0.9,0.5,2.9,2.6,5.3,0.486,2.2,3.5,0.641,72,29,21.9,1.7,7.5,Jerami Grant,7.91,0.6,Syracuse,0.9,4.7,2015,Forward,49.4,19.2,6.6
4.2,8.5,0.495,0.2,0.28,0.8,5,0.4,5.3,4.4,9.2,0.477,3.2,4.9,0.642,140,128,30.9,2.2,12.2,Kyle Collinsworth,4.71,1.6,BYU,2.6,7.5,2018,Guard,48.9,21,17.5
2.8,5.4,0.521,0.5,0.298,1.5,1,0.6,3,3.2,6.9,0.472,2.1,3.2,0.642,62,52,22.8,1.6,9,Shane Edwards,-3.99,0.8,Little Rock,1.7,4.7,2014,Forward,50.5,5.5,5.5
1.3,2.9,0.455,0.6,0.332,1.9,2.1,0.5,2.5,1.9,4.8,0.407,1.3,2,0.643,100,29,21.9,0.5,5.8,DeAndre Liggins,6.85,0.9,Kentucky,1.5,3,2012,Guard,47.2,16.80326241,6.3
4,7.2,0.551,1.2,0.395,3.1,2.1,0.6,3.1,5.2,10.4,0.504,2.4,3.7,0.643,117,115,31.2,2,14.1,Malik Hairston,6.87,0.6,Oregon,2,5.1,2009,Guard,56.4,14.2,14.2
3.6,7.5,0.479,0.2,0.216,1.2,3.5,0.4,3.6,3.9,8.7,0.444,3.2,4.9,0.645,133,133,30.2,0.9,11.1,Shaquille Harrison,2.67,1.8,Tulsa,2.3,4.5,2018,Guard,45.8,17.8,12.7
5.3,9.5,0.562,0.2,0.167,1,1.5,0.4,3.3,5.5,10.5,0.523,2.7,4.2,0.646,35,35,33.4,2.4,13.9,DeMar DeRozan,9.15,0.9,USC,2.1,5.7,2010,Forward,53.1,4.1,4.1
2,3.9,0.501,0.9,0.308,3,3.6,0.3,3,2.9,6.9,0.418,1.8,2.8,0.648,150,133,29.8,1,8.5,Antonio Anderson,4.63,1.4,Memphis,1.6,4,2010,Guard,48.4,16.5,16.5
6.3,12.5,0.502,2.1,0.413,5,5.9,1.2,4.4,8.4,17.6,0.476,4.4,6.7,0.649,25,25,35.7,1.3,23.2,Markelle Fultz,6.82,1.6,Washington,3.2,5.7,2018,Guard,53.5,28,3.9
1.9,3.3,0.571,0.1,0.31,0.3,0.4,0.9,2.8,2,3.6,0.549,0.6,1,0.649,94,40,15.8,1.9,4.7,Josh Harrellson,6.85,0.5,Kentucky,0.6,4.7,2012,Forward,56.2,16.80326241,6.8
1,2.1,0.473,0,0.33221216,0,0.2,0.6,1.5,1,2.1,0.473,0.4,0.7,0.65,61,2,8.6,1.2,2.4,Isaac Humphries,9.67,0.2,Kentucky,0.4,2.7,2019,Forward,47.3,15,1.8
4.2,8.7,0.483,0,0.167,0.3,2,0.6,3.4,4.2,9,0.473,3.4,5.2,0.65,88,77,26,1.9,11.9,David Nwaba,1.01,1.1,Cal Poly,1.6,5.3,2017,Guard,47.6,23.1,8.2
3,5.2,0.572,0.9,0.312,2.8,1.7,0.5,3.2,3.8,7.9,0.481,2.1,3.2,0.653,94,69,27.7,1.2,10.6,Melvin Frazier,3.37,1.6,Tulane,2,4.4,2019,Guard,53.6,17.1,6.5
4.4,9.5,0.465,1.1,0.361,3.1,4.6,0.4,7.1,5.5,12.5,0.44,3.7,5.7,0.653,35,35,33.6,2.1,15.9,Darington Hobson,3.84,1.3,New Mexico,3,9.3,2012,Forward,48.4,5.2,5.2
2.8,4.8,0.579,0.3,0.404,0.9,1.2,0.9,4.1,3.1,5.7,0.553,1.9,2.9,0.653,109,43,19.3,2,8.5,Markieff Morris,7.92,0.6,Kansas,1.6,6.1,2012,Center,58.3,16.80326241,10.9
4.6,8.6,0.535,0.1,0.24,0.5,1.3,1.2,3.7,4.7,9,0.519,2.5,3.9,0.654,102,77,24.3,2.7,12,Johnathan Motley,10.32,0.4,Baylor,2,6.4,2018,Forward,52.5,22.8,10.4
3.9,8.1,0.482,0.9,0.294,3,2,0.6,4.3,4.8,11.1,0.431,4.2,6.4,0.654,34,34,27.6,1.1,14.6,Jaylen Brown,7.87,0.8,California,3.1,5.4,2017,Forward,47.1,17.6,2.7
6.9,11.5,0.598,0.6,0.315,2,1,0.5,3,7.5,13.6,0.555,2.8,4.3,0.654,70,49,31.2,2.7,18.5,T.J. Warren,7.31,1.5,NC State,1.7,5.7,2015,Forward,57.9,28,10.6
1.8,3.6,0.493,0,0.118,0.1,1.4,0.8,2.2,1.8,3.7,0.479,1.3,2,0.654,121,34,15.1,0.9,4.9,Henry Sims,9.15,0.3,Georgetown,1.3,3.2,2013,Center,48.1,16.80326241,5.8
0.6,1.2,0.544,0.5,0.328,1.4,0.4,0,1.2,1.1,2.6,0.427,0.4,0.7,0.656,97,0,10,0.5,3.1,Duje Dukan,9.53,0.1,Wisconsin,0.4,1.7,2016,Forward,51.6,14.3,3.1
3.3,6.4,0.518,0.2,0.275,0.6,0.8,0.6,3.6,3.5,7,0.496,1.9,2.9,0.658,128,94,24.1,2.1,9,Devin Booker,5.58,0.6,Clemson,1.6,5.7,2016,Forward,50.8,18.8,11.1
3.4,7.1,0.477,1.7,0.365,4.7,2.1,0,2.8,5.1,11.8,0.433,3.6,5.4,0.658,34,33,33.2,0.6,15.5,Austin Rivers,8.4,1,Duke,2.3,3.4,2013,Guard,50.5,16.9,3.5
2.9,6.6,0.432,1.1,0.35,3.2,5.2,0.2,4.4,4,9.8,0.405,3.2,4.9,0.659,71,71,32.2,1,12.3,Cedric Jackson,5.647638522,2.8,Cleveland State,3.7,5.3,2010,Guard,44,11.3,11.3
1.7,3.7,0.471,1,0.31,3.2,3.1,0.4,2.7,2.7,6.9,0.397,1.9,2.9,0.66,99,44,24.9,1.2,8.4,Tim Quarterman,6.41,1,LSU,1.7,3.9,2017,Guard,46.9,15.5,7
3.2,5.7,0.556,0.1,0.34,0.4,0.4,1.3,3.7,3.3,6.1,0.543,2.2,3.3,0.66,130,76,19.9,1.9,8.9,Cory Jefferson,8.32,0.3,Baylor,0.8,5.6,2015,Forward,55.4,24.4,12.7
4.5,8.5,0.525,0,0.333,0.1,1.6,0.9,4.4,4.5,8.6,0.522,3.4,5.1,0.66,135,98,24.1,1.8,12.4,Brandon Davies,3.51,1,BYU,2.1,6.2,2014,Forward,52.5,22.9,14.8
4.3,7.3,0.585,0.4,0.358,1.1,1.3,0.4,3.8,4.7,8.4,0.555,2.9,4.3,0.66,109,90,24,2.4,12.6,Marcus Morris,7.92,0.9,Kansas,1.6,6.2,2012,Forward,57.9,16.80326241,15.2
1.5,3.4,0.427,0.5,0.259,1.9,1.8,0.1,2.8,2,5.4,0.367,1.5,2.2,0.661,28,13,21,0.7,5.9,Jordan Loyd,-4.6,0.5,Furman,1.6,3.5,2019,Guard,41.3,10.8,0.9
2.7,5.2,0.521,0,0,0.1,0.3,1.6,2.2,2.7,5.3,0.516,1.1,1.7,0.661,36,18,15.8,1,6.6,Skal Labissiere,8.84,0.3,Kentucky,0.9,3.1,2017,Forward,51.6,18.5,2
4.6,8.9,0.515,0.2,0.229,0.9,1.2,1.3,4.8,4.8,9.8,0.489,3.2,4.8,0.662,123,116,27,2.4,13,Chris Wright,3.66,0.8,Dayton,2.5,7.2,2013,Forward,50,16.80326241,16.1
3.4,6.3,0.541,0,0.2,0,1.8,0.9,3.5,3.4,6.3,0.539,2.2,3.3,0.663,135,93,24.5,2.2,9,Ben Moore,4.39,0.8,SMU,1.4,5.8,2018,Forward,53.9,21.3,15.7
4.9,10.8,0.457,1,0.288,3.5,4.4,0.3,4.6,5.9,14.3,0.416,3.2,4.9,0.663,34,34,33.5,1.4,16.1,Dejounte Murray,8.12,1.8,Washington,3.2,6,2017,Guard,45.1,16.8,2.8
3.2,5.3,0.601,0,0.5,0,0.5,0.9,3.6,3.2,5.3,0.601,1.9,2.8,0.663,123,66,19.8,2.8,8.3,Jack Cooley,7.09,0.4,Notre Dame,0.9,6.4,2015,Forward,60.1,27.5,13.6
3.7,6.8,0.548,0,0.111,0.2,0.8,2.1,4.5,3.8,7,0.538,2.2,3.3,0.663,60,48,24.5,2.4,9.7,Alex Len,5.32,0.2,Maryland,1.6,7,2014,Center,53.9,22.1,6.1
4.3,8.7,0.495,0.5,0.219,2.1,2.5,0.2,3.5,4.8,10.8,0.44,2.3,3.5,0.664,34,32,28.2,1.9,12.3,Lance Stephenson,8.45,0.9,Cincinnati,2.4,5.4,2011,Forward,46.2,2.8,2.8
6.5,12.2,0.529,1.9,0.308,6.2,4.3,0.4,6,8.4,18.5,0.454,3.9,5.9,0.665,38,38,35.3,1.6,22.6,RJ Barrett,11.97,0.9,Duke,3.2,7.6,2020,Forward,50.6,23.3,6.5
3.4,7,0.478,0.7,0.332,2,2.1,0.4,3.5,4,9.1,0.446,3.6,5.5,0.666,150,112,29.6,1.8,12.4,Nigel Hayes,9.82,0.9,Wisconsin,1.6,5.3,2018,Forward,48.3,20.7,19.1
4.7,8.5,0.549,0.1,0.409,0.3,1.2,1.1,6.6,4.8,8.8,0.544,3.5,5.2,0.666,65,64,30.6,2.9,13.2,Ivan Rabb,7.1,0.6,California,1.8,9.4,2018,Forward,55.1,22.9,9.7
3,5.8,0.521,1.3,0.294,4.3,4.5,0,2.7,4.3,10.1,0.424,2.5,3.7,0.666,100,96,30.5,0.5,12.4,Xavier Rathan-Mayes,8.02,1,Florida State,2.6,3.2,2018,Guard,48.7,15.9,8.1
2.6,5.8,0.445,0,0,0,0.5,4.7,5.4,2.6,5.8,0.442,2.1,3.2,0.667,85,83,26.8,1.6,7.3,Mickell Gladness,-11.93,0.6,Alabama A&M,1.6,7,2012,Forward,44.2,10.9,10.9
2.6,5,0.516,1.3,0.383,3.5,2.9,0.3,2.6,3.9,8.4,0.462,2.2,3.3,0.667,37,35,30.3,0.5,11.3,Eric Bledsoe,6.82,1.4,Kentucky,3,3.1,2011,Guard,54,3.5,3.5
6,11,0.544,0.2,0.291,0.8,2,1.9,6.6,6.2,11.8,0.526,4,6,0.667,122,112,32.1,3,16.7,Jason Thompson,-3.38,0.9,Rider,2.6,9.6,2009,Center,53.6,16.8,16.8
5.6,10.6,0.527,0,0.071,0.2,1.2,3.4,6.1,5.6,10.8,0.518,2.9,4.3,0.669,65,65,33.8,2.7,14,Jordan Mickey,6.12,0.8,LSU,2.8,8.8,2016,Forward,51.9,20.8,7.5
6.5,11.6,0.561,0,0.333,0.1,4.8,0.8,8.6,6.5,11.7,0.56,6,9,0.67,33,32,34.9,3.1,19.2,Ben Simmons,7,2,LSU,3.4,11.8,2018,Forward,56.1,29,6
5.3,11.1,0.476,0.4,0.338,1.2,4.4,0.2,2.5,5.7,12.3,0.462,4.4,6.6,0.67,64,63,34.8,0.3,16.2,Semaj Christon,6.55,1.4,Xavier,3.1,2.8,2017,Guard,47.9,18.5,6.8
3,5.8,0.523,0.5,0.361,1.5,1.2,0.8,2.7,3.5,7.2,0.49,1.6,2.4,0.67,121,75,25,1.5,9.2,Marcus Landry,7.34,0.6,Wisconsin,1.5,4.2,2010,Forward,52.7,15.3,15.3
0.9,1.9,0.45,0.3,0.277,1,3.3,0.3,2.1,1.2,3,0.389,1,1.5,0.67,62,28,19.8,0.5,3.6,Dontell Jefferson,4.88,1.1,Arkansas,2,2.6,2009,Guard,43.8,3.4,3.4
3.2,5.4,0.601,0.4,0.327,1.2,1.9,0.2,3.2,3.6,6.5,0.552,1.8,2.8,0.67,140,101,25.9,1.9,9.4,Terance Mann,8.95,0.8,Florida State,1.4,5.1,2020,Guard,58.1,18.6,14.3
3.4,6.9,0.495,2.3,0.33,6.9,1.8,0.8,5.1,5.7,13.8,0.413,2.6,3.8,0.671,131,124,31,2.1,16.2,Torrey Craig,-2.98,1.1,USC Upstate,2.6,7.2,2018,Forward,49.5,20.8,13.5
3.6,6.5,0.556,0.8,0.364,2.2,1.7,0.7,2.8,4.4,8.7,0.508,2.4,3.6,0.671,129,117,30.1,1.6,12,Patricio Garino,3.73,1.7,George Washington,2.2,4.3,2017,Guard,55.4,19.2,14
2.6,4.6,0.566,0,0.33221216,0,0.4,1.3,3.3,2.6,4.6,0.566,1.9,2.8,0.671,28,6,17.6,2,7.1,Cliff Alexander,12.13,0.2,Kansas,1,5.3,2016,Forward,56.6,23.2,2.3
3.1,6.3,0.502,1.5,0.354,4.1,1.3,0.2,2.3,4.6,10.4,0.444,2,3,0.671,103,98,26.8,0.8,12.7,Scotty Hopson,8.06,0.8,Tennessee,2.1,3.1,2014,Guard,51.4,16.80326241,7.8
4.2,7.7,0.549,0.1,0.288,0.5,2.1,1.6,5.5,4.4,8.2,0.534,1.6,2.4,0.671,135,130,32.2,3,10.5,Lavoy Allen,4.24,0.5,Temple,1.4,8.5,2012,Forward,54.2,16.80326241,19.2
2.7,5.3,0.506,0.2,0.333,0.5,1.1,1.1,3.1,2.9,5.8,0.491,2.2,3.3,0.671,124,93,21.5,1.8,8.1,Anthony Tolliver,4.21,0.6,Creighton,1.4,4.9,2009,Center,50.6,13.6,13.6
5.2,9.8,0.53,0.8,0.353,2.2,2.1,0.7,3.1,6,12.1,0.497,2,3,0.672,131,121,31.5,1.2,14.8,Edwin Ubiles,-1.63,1.2,Siena,2.1,4.3,2012,Forward,53,16,16
5.3,9.1,0.585,0.1,0.267,0.6,1.1,0.9,5.4,5.5,9.7,0.567,3,4.4,0.672,27,22,26.7,2.7,14.1,Derrick Caracter,5.647638522,1,UTEP,2.9,8.1,2011,Forward,56.7,8.6,8.6
3,4.1,0.732,2.2,0.412,5.4,7.6,0.8,5.1,5.3,9.5,0.551,1.8,2.7,0.673,36,36,35.1,0.9,14.6,Lonzo Ball,6.39,1.8,UCLA,2.5,6,2018,Guard,66.8,24.7,6.8
2.5,5.1,0.485,1.6,0.361,4.4,1.9,0.7,4.6,4.1,9.5,0.428,2.4,3.5,0.673,101,61,28.5,2.5,12.1,Dorian Finney-Smith,5.647638522,0.8,Florida,1.8,7.1,2017,Forward,49,18.7,14.6
2.5,5.5,0.459,2,0.36,5.5,1.9,0.2,2.8,4.5,11,0.41,1.8,2.7,0.676,102,77,31.4,0.4,12.8,Rodney Purvis,5.647638522,0.9,UConn,1.7,3.2,2018,Guard,50,13.9,9.9
3.8,6.1,0.628,1.2,0.33,3.6,0.8,0.6,6.4,5,9.6,0.518,2.3,3.4,0.676,63,58,29,2.2,13.5,James Webb,2.25,1.3,Boise State,1.3,8.6,2018,Forward,57.9,25,10
5.6,10.4,0.541,0.8,0.341,2.4,1.1,2,7.3,6.5,12.8,0.503,3.6,5.3,0.676,135,131,29.8,3.4,17.3,Shawn Long,-2.01,0.7,Louisiana,2.4,10.7,2017,Forward,53.5,27.6,19.5
1.8,3.6,0.508,1.3,0.44,2.9,1.1,0.4,3,3.1,6.5,0.478,1.2,1.7,0.676,99,57,24.6,1.1,8.7,Hollis Thompson,9.21,0.8,Georgetown,1.1,4.1,2014,Forward,57.7,17.7,9.5
5.5,10.9,0.506,0.5,0.215,2.5,1.5,1.4,5.9,6,13.3,0.452,2.9,4.3,0.676,32,32,36.1,2.8,15.5,Maurice Harkless,6.98,1.6,St. John's (NY),2.5,8.6,2013,Guard,47.2,21.1,3.2
3.1,6,0.51,0.8,0.342,2.3,1.6,0.4,3.5,3.9,8.4,0.463,2.3,3.3,0.676,129,65,23.6,1.6,10.8,Landry Fields,7.35,0.9,Stanford,1.5,5,2011,Guard,51.1,11.8,11.8
4.7,8.5,0.552,0,0.118,0.2,0.6,1.4,3.3,4.7,8.7,0.541,1.8,2.7,0.676,78,46,21.9,2.2,11.3,Darrell Arthur,7.53,0.7,Kansas,1.6,5.5,2009,Forward,54.3,10.6,10.6
1.4,3.2,0.433,0.5,0.336,1.5,0.6,0.5,1.8,1.9,4.7,0.402,0.5,0.8,0.676,93,19,13.9,1.2,4.8,Justin James,-8.16,0.8,Sacred Heart,1.3,2.9,2020,Forward,45.5,2.1,2.1
1.5,3.6,0.429,0.4,0.286,1.4,2,0.1,2.1,1.9,5,0.389,1.9,2.8,0.677,55,33,22.9,1.5,6.2,Mike Scott,-5.05,1.3,Eastern Kentucky,1.6,3.5,2013,Guard,42.9,1.9,1.9
4.1,9.6,0.431,1.2,0.311,3.8,5.9,0.1,3.8,5.3,13.4,0.397,4.1,6.1,0.677,47,46,33,1.6,16,Courtney Fortson,4.49,1.2,Arkansas,4.7,5.4,2012,Guard,44.1,3.3,3.3
